Wavelength,EQW,Pdiff(cont),Veq,vsini,i(deg),Rstar,Mstar,Teff,log(g),vfrac,Rpolar,Requat,file_name
6564.57,-2.04,0.013,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd15p0_halpha_alp0p0_i40
6564.57,-1.98,0.013,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd15p0_halpha_alp0p0_i50
6564.57,-1.83,0.013,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd15p0_halpha_alp0p0_i60
6564.57,-1.74,0.013,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd15p0_halpha_alp0p0_i70
6564.57,-2.38,0.013,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd15p0_halpha_alp0p0_i80
6564.57,-4.97,0.013,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd15p0_halpha_alp0p0_i90
6564.57,-1.09,0.013,304.93,0.0,0.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd25p0_halpha_alp0p0_i0
6564.57,-1.14,0.012,304.93,52.95,10.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd25p0_halpha_alp0p0_i10
6564.57,-1.36,0.012,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd25p0_halpha_alp0p0_i20
6564.57,-1.61,0.013,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd25p0_halpha_alp0p0_i30
6564.57,-1.75,0.013,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd25p0_halpha_alp0p0_i40
6564.57,-1.73,0.013,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd25p0_halpha_alp0p0_i50
6564.57,-1.61,0.013,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd25p0_halpha_alp0p0_i60
6564.57,-1.56,0.013,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd25p0_halpha_alp0p0_i70
6564.57,-2.39,0.013,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd25p0_halpha_alp0p0_i80
6564.57,-5.18,0.013,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd25p0_halpha_alp0p0_i90
6564.57,-0.98,0.013,304.93,0.0,0.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd35p0_halpha_alp0p0_i0
6564.57,-1.03,0.012,304.93,52.95,10.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd35p0_halpha_alp0p0_i10
6564.57,-1.27,0.012,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd35p0_halpha_alp0p0_i20
6564.57,-1.54,0.013,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd35p0_halpha_alp0p0_i30
6564.57,-1.7,0.013,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd35p0_halpha_alp0p0_i40
6564.57,-1.71,0.013,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd35p0_halpha_alp0p0_i50
6564.57,-1.6,0.013,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd35p0_halpha_alp0p0_i60
6564.57,-1.56,0.013,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd35p0_halpha_alp0p0_i70
6564.57,-2.47,0.013,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd35p0_halpha_alp0p0_i80
6564.57,-5.42,0.013,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd35p0_halpha_alp0p0_i90
6564.57,-0.97,0.013,304.93,0.0,0.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd45p0_halpha_alp0p0_i0
6564.57,-1.02,0.012,304.93,52.95,10.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd45p0_halpha_alp0p0_i10
6564.57,-1.26,0.012,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd45p0_halpha_alp0p0_i20
6564.57,-1.53,0.013,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd45p0_halpha_alp0p0_i30
6564.57,-1.7,0.013,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd45p0_halpha_alp0p0_i40
6564.57,-1.71,0.013,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd45p0_halpha_alp0p0_i50
6564.57,-1.61,0.013,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd45p0_halpha_alp0p0_i60
6564.57,-1.57,0.013,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd45p0_halpha_alp0p0_i70
6564.57,-2.49,0.013,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd45p0_halpha_alp0p0_i80
6564.57,-5.56,0.013,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd45p0_halpha_alp0p0_i90
6564.57,-0.97,0.013,304.93,0.0,0.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd55p0_halpha_alp0p0_i0
6564.57,-1.02,0.012,304.93,52.95,10.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd55p0_halpha_alp0p0_i10
6564.57,-1.26,0.012,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd55p0_halpha_alp0p0_i20
6564.57,-1.53,0.013,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd55p0_halpha_alp0p0_i30
6564.57,-1.7,0.013,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd55p0_halpha_alp0p0_i40
6564.57,-1.7,0.013,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd55p0_halpha_alp0p0_i50
6564.57,-1.6,0.013,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd55p0_halpha_alp0p0_i60
6564.57,-1.57,0.013,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd55p0_halpha_alp0p0_i70
6564.57,-2.49,0.013,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd55p0_halpha_alp0p0_i80
6564.57,-5.66,0.013,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd55p0_halpha_alp0p0_i90
6564.57,-3.02,0.013,304.93,0.0,0.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd5p0_halpha_alp0p0_i0
6564.57,-3.04,0.012,304.93,52.95,10.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd5p0_halpha_alp0p0_i10
6564.57,-3.17,0.012,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd5p0_halpha_alp0p0_i20
6564.57,-3.3,0.013,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd5p0_halpha_alp0p0_i30
6564.57,-3.36,0.013,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd5p0_halpha_alp0p0_i40
6564.57,-3.33,0.013,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd5p0_halpha_alp0p0_i50
6564.57,-3.28,0.013,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd5p0_halpha_alp0p0_i60
6564.57,-3.33,0.013,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd5p0_halpha_alp0p0_i70
6564.57,-3.69,0.013,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd5p0_halpha_alp0p0_i80
6564.57,-5.26,0.013,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd5p0_halpha_alp0p0_i90
6564.57,-0.97,0.013,304.93,0.0,0.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd65p0_halpha_alp0p0_i0
6564.57,-1.02,0.012,304.93,52.95,10.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd65p0_halpha_alp0p0_i10
6564.57,-1.26,0.012,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd65p0_halpha_alp0p0_i20
6564.57,-1.53,0.013,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd65p0_halpha_alp0p0_i30
6564.57,-1.7,0.013,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd65p0_halpha_alp0p0_i40
6564.57,-1.7,0.013,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd65p0_halpha_alp0p0_i50
6564.57,-1.6,0.013,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd65p0_halpha_alp0p0_i60
6564.57,-1.57,0.013,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd65p0_halpha_alp0p0_i70
6564.57,-2.5,0.013,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd65p0_halpha_alp0p0_i80
6564.57,-5.74,0.013,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d20em12_rd65p0_halpha_alp0p0_i90
6564.57,2.85,0.011,304.93,0.0,0.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd15p0_halpha_alp0p0_i0
6564.57,3.3,0.011,304.93,52.95,10.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd15p0_halpha_alp0p0_i10
6564.57,3.85,0.011,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd15p0_halpha_alp0p0_i20
6564.57,4.84,0.011,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd15p0_halpha_alp0p0_i30
6564.57,6.6,0.011,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd15p0_halpha_alp0p0_i40
6564.57,8.97,0.012,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd15p0_halpha_alp0p0_i50
6564.57,11.56,0.011,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd15p0_halpha_alp0p0_i60
6564.57,14.23,0.012,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd15p0_halpha_alp0p0_i70
6564.57,13.48,0.012,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd15p0_halpha_alp0p0_i80
6564.57,10.21,0.013,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd15p0_halpha_alp0p0_i90
6564.57,6.41,0.011,304.93,0.0,0.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd25p0_halpha_alp0p0_i0
6564.57,6.77,0.011,304.93,52.95,10.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd25p0_halpha_alp0p0_i10
6564.57,7.34,0.011,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd25p0_halpha_alp0p0_i20
6564.57,8.51,0.011,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd25p0_halpha_alp0p0_i30
6564.57,10.87,0.011,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd25p0_halpha_alp0p0_i40
6564.57,14.32,0.011,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd25p0_halpha_alp0p0_i50
6564.57,18.16,0.011,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd25p0_halpha_alp0p0_i60
6564.57,20.89,0.011,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd25p0_halpha_alp0p0_i70
6564.57,16.55,0.012,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd25p0_halpha_alp0p0_i80
6564.57,15.15,0.013,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd25p0_halpha_alp0p0_i90
6564.57,8.67,0.011,304.93,0.0,0.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd35p0_halpha_alp0p0_i0
6564.57,8.83,0.011,304.93,52.95,10.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd35p0_halpha_alp0p0_i10
6564.57,9.15,0.011,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd35p0_halpha_alp0p0_i20
6564.57,10.28,0.011,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd35p0_halpha_alp0p0_i30
6564.57,12.61,0.011,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd35p0_halpha_alp0p0_i40
6564.57,16.31,0.011,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd35p0_halpha_alp0p0_i50
6564.57,20.63,0.011,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd35p0_halpha_alp0p0_i60
6564.57,23.64,0.011,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd35p0_halpha_alp0p0_i70
6564.57,16.05,0.012,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd35p0_halpha_alp0p0_i80
6564.57,15.06,0.013,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd35p0_halpha_alp0p0_i90
6564.57,10.16,0.011,304.93,0.0,0.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd45p0_halpha_alp0p0_i0
6564.57,10.2,0.011,304.93,52.95,10.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd45p0_halpha_alp0p0_i10
6564.57,10.23,0.011,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd45p0_halpha_alp0p0_i20
6564.57,11.08,0.011,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd45p0_halpha_alp0p0_i30
6564.57,13.34,0.011,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd45p0_halpha_alp0p0_i40
6564.57,16.89,0.011,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd45p0_halpha_alp0p0_i50
6564.57,21.24,0.011,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd45p0_halpha_alp0p0_i60
6564.57,24.22,0.011,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd45p0_halpha_alp0p0_i70
6564.57,16.25,0.012,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd45p0_halpha_alp0p0_i80
6564.57,13.29,0.013,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd45p0_halpha_alp0p0_i90
6564.57,11.13,0.011,304.93,0.0,0.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd55p0_halpha_alp0p0_i0
6564.57,11.03,0.01,304.93,52.95,10.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd55p0_halpha_alp0p0_i10
6564.57,10.87,0.011,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd55p0_halpha_alp0p0_i20
6564.57,11.49,0.011,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd55p0_halpha_alp0p0_i30
6564.57,13.5,0.011,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd55p0_halpha_alp0p0_i40
6564.57,16.92,0.011,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd55p0_halpha_alp0p0_i50
6564.57,21.08,0.011,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd55p0_halpha_alp0p0_i60
6564.57,23.74,0.011,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd55p0_halpha_alp0p0_i70
6564.57,15.89,0.012,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd55p0_halpha_alp0p0_i80
6564.57,11.25,0.013,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_2d25_2d35em11_rd55p0_halpha_alp0p0_i90
